ell,residuals
1011,6.579832563023713e-14
1012,7.652468513648694e-14
1013,8.69362003891225e-14
1014,9.700987040358204e-14
1015,1.0672382151646937e-13
1016,1.1605735147930822e-13
1017,1.2499096999714543e-13
1018,1.335064356447331e-13
1019,1.415867891033759e-13
1020,1.492163826720113e-13
1021,1.5638090601632764e-13
1022,1.6306740813040605e-13
1023,1.6926431549539961e-13
1024,1.7496144643034157e-13
1025,1.8015002164012625e-13
1026,1.8482267097589793e-13
1027,1.8897343643288583e-13
1028,1.9259777142052063e-13
1029,1.9569253634909955e-13
1030,1.9825599058663426e-13
1031,2.002877808484986e-13
1032,2.0178892609129788e-13
1033,2.0276179899084093e-13
1034,2.03210104092245e-13
1035,2.031388527281168e-13
1036,2.025543348081845e-13
1037,2.0146408759083535e-13
1038,1.9987686155394404e-13
1039,1.978025834885134e-13
1040,1.9525231694481354e-13
1041,1.9223822016601485e-13
1042,1.8877350164974167e-13
1043,1.8487237348229034e-13
1044,1.805500025947885e-13
1045,1.7582246009415949e-13
1046,1.70706668825261e-13
1047,1.6522034932328202e-13
1048,1.59381964317979e-13
1049,1.5321066195330055e-13
1050,1.4672621788743617e-13
1051,1.3994897643926462e-13
1052,1.3289979094791765e-13
1053,1.255999635121748e-13
1054,1.1807118427605912e-13
1055,1.103354704264125e-13
1056,1.0241510506674609e-13
1057,9.43325761303592e-14
1058,8.61105154933225e-14
1059,7.777163844578866e-14
1060,6.933868367701782e-14
1061,6.083435392636741e-14
1062,5.22812574489288e-14
1063,4.3701850440376906e-14
1064,3.5118380561553116e-14
1065,2.6552831698419883e-14
1066,1.802687008823655e-14
1067,9.56179193761359e-15
1068,1.1784726524769e-15
1069,-7.102682205683982e-15
1070,-1.5261784128919824e-14
1071,-2.3279506935104866e-14
1072,-3.113713000770797e-14
1073,-3.881657941380674e-14
1074,-4.630046681802394e-14
1075,-5.357212611674124e-14
1076,-6.061564772415402e-14
1077,-6.741591044863913e-14
1078,-7.395861090524246e-14
1079,-8.023029041719835e-14
1080,-8.621835936677623e-14
1081,-9.191111896290672e-14
1082,-9.729778040047151e-14
1083,-1.0236848139326888e-13
1084,-1.0711430006995653e-13
1085,-1.1152726622945937e-13
1086,-1.1560036995925772e-13
1087,-1.1932756762718317e-13
1088,-1.2270378526400725e-13
1089,-1.2572491936091954e-13
1090,-1.283878351126073e-13
1091,-1.3069036214302585e-13
1092,-1.3263128775715416e-13
1093,-1.3421034776813856e-13
1094,-1.3542821495505039e-13
1095,-1.3628648521199057e-13
1096,-1.3678766145484167e-13
1097,-1.369351353568809e-13
1098,-1.3673316698952254e-13
1099,-1.361868624489469e-13
1100,-1.3530214955375673e-13
1101,-1.3408575170283556e-13
1102,-1.3254515998632485e-13
1103,-1.3068860364611896e-13
1104,-1.2852501898541913e-13
1105,-1.2606401682970028e-13
1106,-1.2331584864405867e-13
1107,-1.2029137141401177e-13
1108,-1.1700201139885414e-13
1109,-1.1345972686815798e-13
1110,-1.0967696993329768e-13
1111,-1.0566664758688431e-13
1112,-1.0144208206352911e-13
1113,-9.701697063578478e-14
1114,-9.240534495902942e-14
1115,-8.762153007883166e-14
1116,-8.268010321371367e-14
1117,-7.759585242530933e-14
1118,-7.238373528680666e-14
1119,-6.70588376590126e-14
1120,-6.163633268170285e-14
1121,-5.6131440085908066e-14
1122,-5.055938593047587e-14
1123,-4.493536286382311e-14
1124,-3.927449100895414e-14
1125,-3.3591779566929064e-14
1126,-2.7902089230689544e-14
1127,-2.2220095497866697e-14
1128,-1.6560252967473516e-14
1129,-1.093676070173126e-14
1130,-5.3635287302823515e-15
1131,1.45854230049971e-16
1132,5.578151770979358e-15
1133,1.0920509439410338e-14
1134,1.6160482974881885e-14
1135,2.1286065082318076e-14
1136,2.6285710689159297e-14
1137,3.114836064084108e-14
1138,3.586346379316622e-14
1139,4.0420997465229125e-14
1140,4.481148622115266e-14
1141,4.902601895400924e-14
1142,5.305626425007067e-14
1143,5.68944840164746e-14
1144,6.053354536025708e-14
1145,6.396693071148747e-14
1146,6.718874618815658e-14
1147,7.01937282050105e-14
1148,7.297724833336757e-14
1149,7.553531642338592e-14
1150,7.786458200481953e-14
1151,7.996233398661106e-14
1152,8.18264986800062e-14
1153,8.345563617388532e-14
1154,8.484893509516561e-14
1155,8.600620579083599e-14
1156,8.692787197194815e-14
1157,8.761496086348849e-14
1158,8.806909190728487e-14
1159,8.829246406846452e-14
1160,8.828784179886146e-14
1161,8.805853971369273e-14
1162,8.76084060404272e-14
1163,8.694180490120695e-14
1164,8.606359749245589e-14
1165,8.497912222732997e-14
1166,8.369417390849359e-14
1167,8.22149820003596e-14
1168,8.054818807132801e-14
1169,7.870082247777781e-14
1170,7.66802803625491e-14
1171,7.44942970414731e-14
1172,7.215092285203286e-14
1173,6.965849753868478e-14
1174,6.702562424943605e-14
1175,6.426114321833413e-14
1176,6.13741052082144e-14
1177,5.837374478765468e-14
1178,5.526945351544057e-14
1179,5.207075310499593e-14
1180,4.8787268640348966e-14
1181,4.542870191382633e-14
1182,4.2004804954543244e-14
1183,3.8525353815051477e-14
1184,3.500012268194167e-14
1185,3.1438858374322256e-14
1186,2.7851255292124695e-14
1187,2.4246930874098987e-14
1188,2.06354016230596e-14
1189,1.702605975364781e-14
1190,1.3428150515352118e-14
1191,9.850750240933753e-15
1192,6.3027451677603594e-15
1193,2.792811076744717e-15
1194,-6.706062092484127e-16
1195,-4.079309428590059e-15
1196,-7.42536754972746e-15
1197,-1.0701132472744997e-14
1198,-1.3899254733823523e-14
1199,-1.7012698185870626e-14
1200,-2.0034753631739087e-14
1201,-2.2959051389614146e-14
1202,-2.577957277330378e-14
1203,-2.849066047334408e-14
1204,-3.10870278279717e-14
1205,-3.356376697616092e-14
1206,-3.591635588804005e-14
1207,-3.8140664271051505e-14
1208,-4.0232958353290896e-14
1209,-4.21899045484196e-14
1210,-4.4008572009479065e-14
1211,-4.568643408180208e-14
1212,-4.72213686680078e-14
1213,-4.861165752077447e-14
1214,-4.985598448174281e-14
1215,-5.09534326873944e-14
1216,-5.19034807652552e-14
1217,-5.2705998046076404e-14
1218,-5.336123881990116e-14
1219,-5.3869835666080764e-14
1220,-5.4232791889262927e-14
1221,-5.4451473095352095e-14
1222,-5.452759794314553e-14
1223,-5.446322810907263e-14
1224,-5.426075750393679e-14
1225,-5.39229007819994e-14
1226,-5.345268118399445e-14
1227,-5.285341775681001e-14
1228,-5.2128711993575396e-14
1229,-5.1282433938753963e-14
1230,-5.0318707803603914e-14
1231,-4.924189713794073e-14
1232,-4.8056589604625105e-14
1233,-4.676758140354361e-14
1234,-4.5379861392023756e-14
1235,-4.389859494873823e-14
1236,-4.232910762806914e-14
1237,-4.067686865174786e-14
1238,-3.8947474284265523e-14
1239,-3.714663113813551e-14
1240,-3.528013945454247e-14
1241,-3.3353876404270225e-14
1242,-3.137377945300188e-14
1243,-2.9345829834263305e-14
1244,-2.7276036172239807e-14
1245,-2.51704182956844e-14
1246,-2.303499128291808e-14
1247,-2.087574977668484e-14
1248,-1.869865260628328e-14
1249,-1.650960775295877e-14
1250,-1.431445769305062e-14
1251,-1.2118965151818219e-14
1252,-9.928799299248222e-15
1253,-7.749522417434662e-15
1254,-5.5865770673976085e-15
1255,-3.4452737814184123e-15
1256,-1.330779305109964e-15
1257,7.518945883770903e-16
1258,2.7979016915701634e-15
1259,4.802571344747854e-15
1260,6.761417790254076e-15
1261,8.670148884430509e-15
1262,1.052467415443735e-14
1263,1.2321112189282536e-14
1264,1.4055797356263353e-14
1265,1.5725285836043076e-14
1266,1.7326360971467374e-14
1267,1.8856037927220527e-14
1268,2.031156765922447e-14
1269,2.169044019466356e-14
1270,2.2990387225258005e-14
1271,2.4209384018272406e-14
1272,2.5345650651483493e-14
1273,2.63976525800327e-14
1274,2.7364100544780768e-14
1275,2.8243949833359606e-14
1276,2.9036398906693804e-14
1277,2.974088740524616e-14
1278,3.03570935506709e-14
1279,3.088493095992071e-14
1280,3.1324544890157715e-14
1281,3.167630793402523e-14
1282,3.1940815186000476e-14
1283,3.2118878901617306e-14
1284,3.2211522672347676e-14
1285,3.2219975139844035e-14
1286,3.214566327409438e-14
1287,3.1990205240788424e-14
1288,3.1755402883885666e-14
1289,3.144323384995727e-14
1290,3.1055843381400054e-14
1291,3.0595535806037644e-14
1292,3.006476575099944e-14
1293,2.9466129109002385e-14
1294,2.880235378537779e-14
1295,2.807629025428596e-14
1296,2.729090195256639e-14
1297,2.64492555396715e-14
1298,2.555451105194946e-14
1299,2.4609911979392175e-14
1300,2.3618775292663563e-14
1301,2.2584481447879993e-14
1302,2.151046439622698e-14
1303,2.0400201624992182e-14
1304,1.9257204256056762e-14
1305,1.8085007227312805e-14
1306,1.6887159581761648e-14
1307,1.566721488838474e-14
1308,1.4428721818064427e-14
1309,1.3175214897040384e-14
1310,1.1910205459502116e-14
1311,1.0637172820019646e-14
1312,9.359555685560928e-15
1313,8.080743825839625e-15
1314,6.804070019750167e-15
1315,5.532802294550833e-15
1316,4.270136473415969e-15
1317,3.0191890458475453e-15
1318,1.7829903743336067e-15
1319,5.644782494763537e-16
1320,-6.335081953078418e-16
1321,-1.8082341996040453e-15
1322,-2.9570747135807837e-15
1323,-4.0775193497484545e-15
1324,-5.167176942493569e-15
1325,-6.223779710155135e-15
1326,-7.245187015562202e-15
1327,-8.229388722112004e-15
1328,-9.174508143620013e-15
1329,-1.007880458727469e-14
1330,-1.0940675490165438e-14
1331,-1.1758658150915346e-14
1332,-1.2531431059031508e-14
1333,-1.3257814825614491e-14
1334,-1.3936772720076162e-14
1335,-1.456741081850512e-14
1336,-1.5148977770252312e-14
1337,-1.5680864190223506e-14
1338,-1.6162601685249323e-14
1339,-1.6593861523730827e-14
1340,-1.697445295855103e-14
1341,-1.7304321214015753e-14
1342,-1.7583545148276768e-14
1343,-1.7812334603376708e-14
1344,-1.799102745566679e-14
1345,-1.8120086379937247e-14
1346,-1.8200095341116155e-14
1347,-1.823175582789072e-14
1348,-1.8215882843032874e-14
1349,-1.8153400665598294e-14
1350,-1.8045338400515387e-14
1351,-1.789282533136162e-14
1352,-1.769708609237402e-14
1353,-1.7459435675936378e-14
1354,-1.7181274291927198e-14
1355,-1.6864082095420313e-14
1356,-1.650941379927634e-14
1357,-1.6118893188174428e-14
1358,-1.5694207550597233e-14
1359,-1.523710204519577e-14
1360,-1.47493740178393e-14
1361,-1.4232867285488914e-14
1362,-1.3689466402821305e-14
1363,-1.3121090927286422e-14
1364,-1.2529689697994754e-14
1365,-1.1917235143507872e-14
1366,-1.1285717633250433e-14
1367,-1.063713988686763e-14
1368,-9.973511455434884e-15
1369,-9.29684328796951e-15
1370,-8.609142396213522e-15
1371,-7.912406630154609e-15
1372,-7.208619576217053e-15
1373,-6.49974558949749e-15
1374,-5.787724970851999e-15
1375,-5.0744692990428e-15
1376,-4.361856927547007e-15
1377,-3.651728654996366e-15
1378,-2.9458835775916792e-15
1379,-2.246075131176458e-15
1380,-1.554007330000429e-15
1381,-8.713312085459894e-16
1382,-1.996414721072983e-16
1383,4.595266388436202e-16
1384,1.1047002661535938e-15
1385,1.7344716296679342e-15
1386,2.3475004980756743e-15
1387,2.9425164325796266e-15
1388,3.5183208016963095e-15
1389,4.073788566155199e-15
1390,4.607869833494621e-15
1391,5.119591182592786e-15
1392,5.608056758986387e-15
1393,6.0724491424295816e-15
1394,6.512029988738489e-15
1395,6.926140448537642e-15
1396,7.314201366077773e-15
1397,7.675713261823825e-15
1398,8.010256103034511e-15
1399,8.317488867041042e-15
1400,8.597148902404588e-15
1401,8.849051093578576e-15
1402,9.073086835128991e-15
1403,9.269222821957087e-15
1404,9.437499662349942e-15
1405,9.578030321026008e-15
1406,9.690998399668758e-15
1407,9.776656262731708e-15
1408,9.835323016568327e-15
1409,9.867382350182264e-15
1410,9.873280246103956e-15
1411,9.853522570085682e-15
1412,9.808672548467267e-15
1413,9.739348142197122e-15
1414,9.646219326593054e-15
1415,9.53000528601012e-15
1416,9.391471532629788e-15
1417,9.231426958613205e-15
1418,9.050720830855082e-15
1419,8.850239737554701e-15
1420,8.630904495767472e-15
1421,8.393667029022892e-15
1422,8.139507224000548e-15
1423,7.869429775134464e-15
1424,7.584461025873479e-15
1425,7.285645815157648e-15
1426,6.974044337494762e-15
1427,6.65072902481296e-15
1428,6.316781458042767e-15
1429,5.973289316149355e-15
1430,5.621343370074388e-15
1431,5.262034528779341e-15
1432,4.896450944301673e-15
1433,4.525675182425747e-15
1434,4.15078146527808e-15
1435,3.772832991814483e-15
1436,3.3928793418565882e-15
1437,3.0119539689800135e-15
1438,2.6310717872163387e-15
1439,2.251226856176044e-15
1440,1.8733901688381746e-15
1441,1.4985075458908034e-15
1442,1.127497640136498e-15
1443,7.612500541118731e-16
1444,4.006235736926673e-16
1445,4.644452009247974e-17
1446,-3.0049477771182237e-16
1447,-6.394373884617462e-16
1448,-9.696630607011793e-16
1449,-1.2904893805277388e-15
1450,-1.601272804423085e-15
1451,-1.9014095669328902e-15
1452,-2.190336463305612e-15
1453,-2.4675315075422366e-15
1454,-2.7325144666318683e-15
1455,-2.9848472720759e-15
1456,-3.224134310105524e-15
1457,-3.4500225923063117e-15
1458,-3.66220180864764e-15
1459,-3.860404265196052e-15
1460,-4.0444047090565965e-15
1461,-4.214020043341858e-15
1462,-4.369108935207699e-15
1463,-4.509571320224042e-15
1464,-4.635347806562999e-15
1465,-4.746418982687671e-15
1466,-4.84280463240854e-15
1467,-4.924562861350449e-15
1468,-4.9917891390265606e-15
1469,-5.044615260859065e-15
1470,-5.083208234616869e-15
1471,-5.107769095847415e-15
1472,-5.118531656983608e-15
1473,-5.115761194887273e-15
1474,-5.099753081656834e-15
1475,-5.070831363584028e-15
1476,-5.0293472931833765e-15
1477,-4.975677819237992e-15
1478,-4.910224039824007e-15
1479,-4.8334096232649926e-15
1480,-4.745679201957537e-15
1481,-4.6474967439749286e-15
1482,-4.539343907315499e-15
1483,-4.421718381607337e-15
1484,-4.295132222012555e-15
1485,-4.1601101799961445e-15
1486,-4.017188035536902e-15
1487,-3.866910935252816e-15
1488,-3.709831740807793e-15
1489,-3.5465093918427225e-15
1490,-3.377507287546068e-15
1491,-3.203391690840864e-15
1492,-3.0247301590201367e-15
1493,-2.842090004507065e-15
1494,-2.656036789258736e-15
1495,-2.467132856164675e-15
1496,-2.2759359006180067e-15
1497,-2.082997585263642e-15
1498,-1.8888622007410134e-15
1499,-1.6940653750590174e-15
1500,-1.499132834047033e-15
1501,-1.3045792151380394e-15
1502,-1.1109069365445103e-15
1503,-9.186051236929382e-16
1504,-7.281485945868989e-16
1505,-5.399969055722743e-16
1506,-3.5459345878190674e-16
1507,-1.7236467234121872e-16
1508,6.280785778143078e-18
1509,1.8095269956153318e-16
1510,3.5127994190733913e-16
1511,5.169110464197703e-16
1512,6.775147139049161e-16
1513,8.327802536201561e-16
1514,9.824179595021462e-16
1515,1.1261594217709149e-15
1516,1.2637577744764348e-15
1517,1.3949878797149362e-15
1518,1.519646449400808e-15
1519,1.6375521056286697e-15
1520,1.7485453808078681e-15
1521,1.852488658888277e-15
1522,1.9492660591276872e-15
1523,2.038783263979423e-15
1524,2.1209672927923553e-15
1525,2.1957662231289896e-15
1526,2.263148861611194e-15
1527,2.3231043662957405e-15
1528,2.3756418226743684e-15
1529,2.420789775470219e-15
1530,2.4585957184768707e-15
1531,2.4891255447510634e-15
1532,2.5124629595275213e-15
1533,2.5287088582736933e-15
1534,2.537980672343441e-15
1535,2.5404116847241372e-15
1536,2.5361503183965865e-15
1537,2.5253593998473134e-15
1538,2.5082154002836803e-15
1539,2.484907657106328e-15
1540,2.4556375781920218e-15
1541,2.420617831527413e-15
1542,2.380071522721808e-15
1543,2.3342313628988144e-15
1544,2.2833388294416355e-15
1545,2.227643322028731e-15
1546,2.1674013163553485e-15
1547,2.1028755178889814e-15
1548,2.0343340179559456e-15
1549,1.9620494543947635e-15
1550,1.8862981789534145e-15
1551,1.8073594335373765e-15
1552,1.7255145373447564e-15
1553,1.6410460868501092e-15
1554,1.5542371705171357e-15
1555,1.465370600039897e-15
1556,1.3747281598254966e-15
1557,1.2825898763416948e-15
1558,1.189233308864135e-15
1559,1.0949328630621657e-15
1560,9.999591287686149e-16
1561,9.04578243182035e-16
1562,8.09051280651617e-16
1563,7.136336700961667e-16
1564,6.185746410098107e-16
1565,5.241166989054911e-16
1566,4.3049513094946853e-16
1567,3.379375424384422e-16
1568,2.4666342467272934e-16
1569,1.5688375467965898e-16
1570,6.88006271444274e-17
1571,-1.7393081191727742e-17
1572,-1.0151401449945239e-16
1573,-1.8338860812386104e-16
1574,-2.628533261595026e-16
1575,-3.3975486644665805e-16
1576,-4.139503331825886e-16
1577,-4.8530737742723e-16
1578,-5.537043058633068e-16
1579,-6.190301582503815e-16
1580,-6.811847540868735e-16
1581,-7.400787090679689e-16
1582,-7.956334219952257e-16
1583,-8.477810328602404e-16
1584,-8.964643528868984e-16
1585,-9.41636767375391e-16
1586,-9.832621122458118e-16
1587,-1.0213145252309698e-15
1588,-1.055778272715261e-15
1589,-1.0866475532598108e-15
1590,-1.1139262788939801e-15
1591,-1.1376278352894338e-15
1592,-1.1577748219640347e-15
1593,-1.174398773691741e-15
1594,-1.1875398643181524e-15
1595,-1.1972465942017533e-15
1596,-1.2035754625170033e-15
1597,-1.2065906256687297e-15
1598,-1.2063635430749517e-15
1599,-1.2029726115813981e-15
1600,-1.1965027897720167e-15
1601,-1.1870452134378049e-15
1602,-1.1746968034610638e-15
1603,-1.1595598673628667e-15
1604,-1.1417416957503187e-15
1605,-1.1213541548841376e-15
1606,-1.0985132765694703e-15
1607,-1.0733388465516101e-15
1608,-1.0459539925741956e-15
1609,-1.0164847732314695e-15
1610,-9.850597687165694e-16
1611,-9.51809674536994e-16
1612,-9.168668992344547e-16
1613,-8.803651671106871e-16
1614,-8.424391269236134e-16
1615,-8.032239674781116e-16
1616,-7.628550409955346e-16
1617,-7.214674951029281e-16
1618,-6.791959142397089e-16
1619,-6.361739712340217e-16
1620,-5.925340897557468e-16
1621,-5.48407118305531e-16
1622,-5.039220163524667e-16
1623,-4.592055531842826e-16
1624,-4.1438201998593764e-16
1625,-3.69572955613369e-16
1626,-3.2489688648046787e-16
1627,-2.804690809284804e-16
1628,-2.3640131839817555e-16
1629,-1.928016736768294e-16
1630,-1.4977431644386008e-16
1631,-1.0741932629169248e-16
1632,-6.58325233514275e-17
1633,-2.510531460675854e-17
1634,1.4675444065242135e-17
1635,5.3427570132778115e-17
1636,9.107366097594267e-17
1637,1.2754118487242096e-16
1638,1.6276255653392567e-16
1639,1.966751973642145e-16
1640,2.292215806475293e-16
1641,2.6034926191259693e-16
1642,2.9001089475248384e-16
1643,3.181642324132987e-16
1644,3.4477211549662097e-16
1645,3.6980244615058456e-16
1646,3.932281491517219e-16
1647,4.1502712030696046e-16
1648,4.351821626288558e-16
1649,4.536809107600033e-16
1650,4.705157441432193e-16
1651,4.856836894528387e-16
1652,4.991863128194402e-16
1653,5.110296023952531e-16
1654,5.212238418207678e-16
1655,5.297834751641879e-16
1656,5.367269639148951e-16
1657,5.420766366194551e-16
1658,5.458585317545348e-16
1659,5.481022344352828e-16
1660,5.488407075591164e-16
1661,5.481101179866007e-16
1662,5.459496583583128e-16
1663,5.424013651452538e-16
1664,5.375099335248091e-16
1665,5.313225296687215e-16
1666,5.238886010222448e-16
1667,5.152596851443407e-16
1668,5.054892176689006e-16
1669,4.946323399351259e-16
1670,4.827457068227406e-16
1671,4.698872953134546e-16
1672,4.561162142852462e-16
1673,4.414925160296934e-16
1674,4.2607700996598645e-16
1675,4.099310790067371e-16
1676,3.931164990124623e-16
1677,3.7569526175165246e-16
1678,3.577294017636939e-16
1679,3.3928082750054166e-16
1680,3.2041115710226836e-16
1681,3.0118155913955905e-16
1682,2.8165259863407046e-16
1683,2.6188408864552295e-16
1684,2.419349476911314e-16
1685,2.21863063240603e-16
1686,2.0172516150681299e-16
1687,1.8157668372924121e-16
1688,1.6147166912449489e-16
1689,1.4146264465509508e-16
1690,1.2160052174528154e-16
1691,1.0193450005004183e-16
1692,8.25119783612364e-17
1693,6.337847271305135e-17
1694,4.457754172725047e-17
1695,2.6150719217872525e-17
1696,8.137454054332317e-18
1697,-9.42494273822215e-18
1698,-2.6501343681667184e-17
1699,-4.305884341047029e-17
1700,-5.906679017751991e-17
1701,-7.449681039542413e-17
1702,-8.932282632544796e-17
1703,-1.0352106704201098e-16
1704,-1.1707007281630535e-16
1705,-1.2995069307695151e-16
1706,-1.4214607811933516e-16
1707,-1.5364166474818097e-16
1708,-1.6442515604998518e-16
1709,-1.7448649550301089e-16
1710,-1.838178356429882e-16
1711,-1.9241350151198255e-16
1712,-2.0026994912650892e-16
1713,-2.0738571920872872e-16
1714,-2.1376138643117068e-16
1715,-2.193995044315954e-16
1716,-2.243045468594478e-16
1717,-2.284828447197339e-16
1718,-2.319425202833682e-16
1719,-2.346934178356434e-16
1720,-2.367470315361215e-16
1721,-2.381164306641332e-16
1722,-2.38816182524127e-16
1723,-2.3886227328456328e-16
1724,-2.3827202702244555e-16
1725,-2.3706402324362803e-16
1726,-2.352580131460224e-16
1727,-2.3287483488943966e-16
1728,-2.2993632813159854e-16
1729,-2.26465248085078e-16
1730,-2.224851793445531e-16
1731,-2.1802044972788663e-16
1732,-2.130960443680658e-16
1733,-2.0773752028607582e-16
1734,-2.0197092166749442e-16
1735,-1.9582269605762937e-16
1736,-1.8931961168191274e-16
1737,-1.8248867608959655e-16
1738,-1.7535705630998192e-16
1739,-1.679520007011462e-16
1740,-1.603007626616535e-16
1741,-1.5243052636613186e-16
1742,-1.4436833467561085e-16
1743,-1.3614101936356013e-16
1744,-1.2777513378832776e-16
1745,-1.1929688813244986e-16
1746,-1.1073208731895972e-16
1747,-1.0210607170445262e-16
1748,-9.344366063827163e-17
1749,-8.476909896690555e-17
1750,-7.610600655225531e-17
1751,-6.747733086240932e-17
1752,-5.890530268328519e-17
1753,-5.0411394989611994e-17
1754,-4.201628500394876e-17
1755,-3.373981946266233e-17
1756,-2.5600983098583397e-17
1757,-1.761787034062784e-17
1758,-9.807660221869972e-18
1759,-2.186594478801142e-18
1760,5.230041183895902e-18
1761,1.2427932696826381e-17
1762,1.939375013924324e-17
1763,2.6115157211284997e-17
1764,3.258081772132329e-17
1765,3.8780399151440604e-17
1766,4.470457337037122e-17
1767,5.0345014569443494e-17
1768,5.569439450269412e-17
1769,6.074637511756307e-17
1770,6.54955986676218e-17
1771,6.993767540323348e-17
1772,7.40691689401837e-17
1773,7.788757941012592e-17
1774,8.139132449998612e-17
1775,8.457971849044557e-17
1776,8.745294940622492e-17
1777,9.001205439304853e-17
1778,9.225889343796927e-17
1779,9.419612155119374e-17
1780,9.582715952862833e-17
1781,9.715616341494423e-17
1782,9.818799278748467e-17
1783,9.892817798115323e-17
1784,9.938288637422008e-17
1785,9.955888785422082e-17
1786,9.94635195821747e-17
1787,9.910465017206114e-17
1788,9.849064340090837e-17
1789,9.763032156296687e-17
1790,9.653292857932963e-17
1791,9.520809297195829e-17
1792,9.366579080847097e-17
1793,9.191630872117443e-17
1794,8.997020710075643e-17
1795,8.783828356182904e-17
1796,8.553153677399844e-17
1797,8.30611307486077e-17
1798,8.043835966745695e-17
1799,7.767461333595422e-17
1800,7.478134333907679e-17
1801,7.17700299744251e-17
1802,6.86521500323887e-17
1803,6.543914548913467e-17
1804,6.214239317378722e-17
1805,5.877317546667689e-17
1806,5.5342652081109085e-17
1807,5.186183297664641e-17
1808,4.834155244730767e-17
1809,4.4792444423688237e-17
1810,4.122491902346219e-17
1811,3.7649140380284093e-17
1812,3.4075005776744855e-17
1813,3.051212610258713e-17
1814,2.6969807655162785e-17
1815,2.345703529484419e-17
1816,1.9982456963977626e-17
1817,1.6554369573905307e-17
1818,1.3180706260607438e-17
1819,9.86902500574259e-18
1820,6.626498616033186e-18
1821,3.459906050441934e-18
1822,3.756250810469946e-19
1823,-2.6203737297698228e-18
1824,-5.522531756433197e-18
1825,-8.325705765214665e-18
1826,-1.1025170123719211e-17
1827,-1.3616617794093489e-17
1828,-1.6096160141793317e-17
1829,-1.846032559415253e-17
1830,-2.0706057185253783e-17
1831,-2.283070902569159e-17
1832,-2.483204173769854e-17
1833,-2.6708216897902624e-17
1834,-2.8457790531499843e-17
1835,-3.0079705703098257e-17
1836,-3.1573284250673686e-17
1837,-3.293821771019359e-17
1838,-3.417455747934988e-17
1839,-3.528270426961061e-17
1840,-3.626339689636768e-17
1841,-3.7117700457402576e-17
1842,-3.784699395016119e-17
1843,-3.845295737846131e-17
1844,-3.893755839923028e-17
1845,-3.9303038559710295e-17
1846,-3.955189917527282e-17
1847,-3.9686886897540447e-17
1848,-3.971097902196535e-17
1849,-3.962736858332325e-17
1850,-3.943944928678041e-17
1851,-3.9150800321284616e-17
1852,-3.8765171101008944e-17
1853,-3.828646597945357e-17
1854,-3.771872897961905e-17
1855,-3.7066128582333665e-17
1856,-3.633294261347074e-17
1857,-3.552354326930661e-17
1858,-3.4642382317767285e-17
1859,-3.3693976511706415e-17
1860,-3.26828932487239e-17
1861,-3.161373651034387e-17
1862,-3.04911331116165e-17
1863,-2.9319719290451074e-17
1864,-2.8104127664172456e-17
1865,-2.6848974578960697e-17
1866,-2.5558847875985875e-17
1867,-2.423829509618353e-17
1868,-2.289181214374167e-17
1869,-2.1523832426500748e-17
1870,-2.013871648959047e-17
1871,-1.8740742156761738e-17
1872,-1.733409519203742e-17
1873,-1.592286049244834e-17
1874,-1.451101382083806e-17
1875,-1.3102414085918189e-17
1876,-1.1700796175017023e-17
1877,-1.0309764343252398e-17
1878,-8.932786161174677e-18
1879,-7.573187021301908e-18
1880,-6.2341452023883275e-18
1881,-4.918687488721585e-18
1882,-3.62968534027523e-18
1883,-2.3698516081025246e-18
1884,-1.1417377880059552e-18
1885,5.2268195815606336e-20
1886,1.2099436866600744e-18
1887,2.3292324814747066e-18
1888,3.408245519102928e-18
1889,4.445261083502395e-18
1890,5.438724535808781e-18
1891,6.387247590019081e-18
1892,7.28960714792964e-18
1893,8.144743709729345e-18
1894,8.951759377369005e-18
1895,9.709915468450385e-18
1896,1.0418629758953818e-17
1897,1.107747337363923e-17
1898,1.1686167343350268e-17
1899,1.2244578848857427e-17
1900,1.275271717114318e-17
1901,1.3210729368278549e-17
1902,1.3618895699204708e-17
1903,1.3977624814847952e-17
1904,1.4287448737016678e-17
1905,1.4549017645554687e-17
1906,1.4763094494102813e-17
1907,1.493054947474222e-17
1908,1.50523543515722e-17
1909,1.51295766830653e-17
1910,1.516337395275147e-17
1911,1.5154987627450093e-17
1912,1.510573716190678e-17
1913,1.5017013968258624e-17
1914,1.4890275368306418e-17
1915,1.472703854608033e-17
1916,1.4528874517645346e-17
1917,1.4297402134542762e-17
1918,1.4034282136665627e-17
1919,1.3741211269761243e-17
1920,1.341991648208874e-17
1921,1.307214921412241e-17
1922,1.2699679794486793e-17
1923,1.2304291954619277e-17
1924,1.1887777473940855e-17
1925,1.1451930966586994e-17
1926,1.0998544820009598e-17
1927,1.0529404295033371e-17
1928,1.0046282796180306e-17
1929,9.550937320349507e-18
1930,9.045104091164901e-18
1931,8.530494385578597e-18
1932,8.00879055855368e-18
1933,7.481642270924038e-18
1934,6.950662924796e-18
1935,6.417426310129033e-18
1936,5.883463465437338e-18
1937,5.350259754842473e-18
1938,4.81925216304288e-18
1939,4.291826809089176e-18
1940,3.76931667920816e-18
1941,3.252999578306175e-18
1942,2.744096299150741e-18
1943,2.2437690076667466e-18
1944,1.753119842204458e-18
1945,1.2731897241035272e-18
1946,8.049573763612663e-19
1947,3.4933854672130923e-19
1948,-9.281456896931377e-20
1949,-5.207137077160953e-19
